Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2025-01-30 09:30:00-05:00,424.2900085449219,431.3800048828125,424.010009765625,425.95001220703125,108839,0.0,0.0,IDXX
2025-01-30 10:30:00-05:00,426.0799865722656,427.6400146484375,424.70001220703125,427.4800109863281,38967,0.0,0.0,IDXX
2025-01-30 11:30:00-05:00,427.489990234375,427.489990234375,424.739990234375,425.5,27884,0.0,0.0,IDXX
2025-01-30 12:30:00-05:00,425.18499755859375,427.3699951171875,425.1600036621094,426.7900085449219,34937,0.0,0.0,IDXX
2025-01-30 13:30:00-05:00,426.9599914550781,427.635009765625,424.82000732421875,424.82000732421875,34117,0.0,0.0,IDXX
2025-01-30 14:30:00-05:00,424.8699951171875,428.1700134277344,424.8399963378906,426.1199951171875,75034,0.0,0.0,IDXX
2025-01-30 15:30:00-05:00,426.4100036621094,426.6099853515625,420.8599853515625,423.8299865722656,118216,0.0,0.0,IDXX
2025-01-31 09:30:00-05:00,426.0950012207031,426.69000244140625,420.6400146484375,426.0,173555,0.0,0.0,IDXX
2025-01-31 10:30:00-05:00,426.20001220703125,427.07000732421875,422.9750061035156,423.2149963378906,54729,0.0,0.0,IDXX
2025-01-31 11:30:00-05:00,423.1050109863281,425.0799865722656,422.75,425.0799865722656,66007,0.0,0.0,IDXX
2025-01-31 12:30:00-05:00,424.8800048828125,426.1400146484375,423.5799865722656,423.8399963378906,62948,0.0,0.0,IDXX
2025-01-31 13:30:00-05:00,424.010009765625,424.2900085449219,421.510009765625,423.2699890136719,72615,0.0,0.0,IDXX
2025-01-31 14:30:00-05:00,423.364990234375,423.3699951171875,420.42999267578125,421.010009765625,96975,0.0,0.0,IDXX
2025-01-31 15:30:00-05:00,420.9599914550781,424.42999267578125,420.95001220703125,421.69000244140625,208788,0.0,0.0,IDXX
2025-02-03 09:30:00-05:00,464.7865905761719,474.6650085449219,445.0,462.2449951171875,460677,0.0,0.0,IDXX
2025-02-03 10:30:00-05:00,462.010009765625,469.1400146484375,461.0299987792969,465.3900146484375,145815,0.0,0.0,IDXX
2025-02-03 11:30:00-05:00,465.760009765625,473.2449951171875,465.2300109863281,471.5,96994,0.0,0.0,IDXX
2025-02-03 12:30:00-05:00,470.5799865722656,471.0,467.8900146484375,470.4100036621094,80449,0.0,0.0,IDXX
2025-02-03 13:30:00-05:00,470.0,473.79998779296875,468.04998779296875,471.9200134277344,110733,0.0,0.0,IDXX
2025-02-03 14:30:00-05:00,471.5199890136719,474.6499938964844,470.55010986328125,472.7149963378906,139582,0.0,0.0,IDXX
2025-02-03 15:30:00-05:00,472.7850036621094,472.864990234375,468.6099853515625,469.1700134277344,231311,0.0,0.0,IDXX
2025-02-04 09:30:00-05:00,464.4700012207031,466.2604064941406,458.7900085449219,463.7578125,154881,0.0,0.0,IDXX
2025-02-04 10:30:00-05:00,463.42498779296875,465.1700134277344,462.00750732421875,463.5799865722656,68812,0.0,0.0,IDXX
2025-02-04 11:30:00-05:00,464.010009765625,464.1499938964844,461.7401123046875,462.54998779296875,58102,0.0,0.0,IDXX
2025-02-04 12:30:00-05:00,462.55499267578125,463.25,461.2699890136719,461.6099853515625,57948,0.0,0.0,IDXX
2025-02-04 13:30:00-05:00,461.55999755859375,464.89898681640625,461.55999755859375,464.4599914550781,52047,0.0,0.0,IDXX
2025-02-04 14:30:00-05:00,464.2200012207031,464.4200134277344,460.8800048828125,462.7900085449219,85370,0.0,0.0,IDXX
